batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,,6,2,8,35,06:15,43,06:23,80,13,67,2,102176,,,,,,Overdue
B2,,4,9,8,40,06:20,48,06:28,102,17,85,2,102919,,,,,,Overdue
B3,,4,9,8,42,06:22,50,06:30,102,18,84,2,102986,,,,,,Overdue
B4,,6,7,8,38,06:18,46,06:26,90,14,76,2,99845,,,,,,Overdue
B5,,7,10,8,42,06:22,50,06:30,81,18,63,2,95190,,,,,,Overdue
B6,,10,3,10,42,06:22,52,06:32,101,17,84,2,102875,,,,,,Overdue
B7,,9,4,8,44,06:24,52,06:32,99,17,82,2,103012,,,,,,Overdue
B8,,10,3,10,46,06:26,56,06:36,101,17,84,2,102875,,,,,,Overdue
B9,,6,7,8,44,06:24,52,06:32,90,14,76,2,99845,,,,,,Overdue
B10,,10,4,8,44,06:24,52,06:32,66,14,52,2,106455,,,,,,Overdue
B11,,6,7,8,46,06:26,54,06:34,90,14,76,1,193895,,,,,,Overdue
B12,,6,10,7,44,06:24,51,06:31,69,12,57,1,100361,,,,,,Overdue
B13,,1,9,8,54,06:34,62,06:42,104,18,86,2,102744,,,,,,Overdue
B14,,1,10,8,52,06:32,60,06:40,55,16,39,2,107041,,,,,,Overdue
B15,,5,9,8,56,06:36,64,06:44,103,19,84,2,102763,,,,,,Overdue
B16,,6,7,8,52,06:32,60,06:40,90,14,76,2,99845,,,,,,Overdue
B17,,2,9,8,56,06:36,64,06:44,60,16,44,2,97986,,,,,,Overdue
B18,,3,10,9,57,06:37,66,06:46,93,17,76,2,102335,,,,,,Overdue
B19,,6,7,8,54,06:34,62,06:42,90,14,76,2,99845,,,,,,Overdue
B20,,1,10,8,60,06:40,68,06:48,55,16,39,2,107041,,,,,,Overdue
B21,,2,9,8,64,06:44,72,06:52,60,16,44,2,97986,,,,,,Overdue
B22,,1,10,8,64,06:44,72,06:52,55,15,40,2,106750,,,,,,Overdue
B23,,6,7,8,64,06:44,72,06:52,90,14,76,2,99845,,,,,,Overdue
B24,,1,10,8,68,06:48,76,06:56,55,16,39,1,101220,,,,,,Overdue
B25,,6,9,8,75,06:55,83,07:03,128,22,106,2,98698,,,,,,Overdue
B26,,10,4,8,67,06:47,75,06:55,66,14,52,1,101902,,,,,,Overdue
B27,,6,7,8,68,06:48,76,06:56,90,14,76,1,96947,,,,,,Overdue
B28,,4,9,8,72,06:52,80,07:00,102,17,85,2,102919,,,,,,Overdue
B29,R29,10,3,10,72,06:52,82,07:02,101,17,84,1,200125,19.0,63.0,06:43,81.0,07:01,Complete
B30,,10,4,8,71,06:51,79,06:59,66,14,52,1,101902,,,,,,Overdue
B31,,3,10,9,77,06:57,86,07:06,93,17,76,2,102335,,,,,,Overdue
B32,R32,10,3,10,77,06:57,87,07:07,101,17,84,1,100062,19.0,60.0,06:40,84.0,07:04,Complete
B33,,1,10,8,78,06:58,86,07:06,55,16,39,2,107041,,,,,,Overdue
B34,,6,7,8,78,06:58,86,07:06,90,15,75,2,99923,,,,,,Overdue
B35,,10,3,10,80,07:00,90,07:10,101,17,84,2,102875,,,,,,Overdue
B36,,4,9,8,82,07:02,90,07:10,102,18,84,2,205973,,,,,,Overdue
B37,,9,10,9,85,07:05,94,07:14,107,21,86,2,86000,,,,,,Overdue
B38,,10,3,10,81,07:01,91,07:11,101,17,84,2,102875,,,,,,Overdue
B39,,1,10,8,80,07:00,88,07:08,55,15,40,2,106750,,,,,,Overdue
B40,,10,3,10,85,07:05,95,07:15,101,17,84,2,102875,,,,,,Overdue
B41,,4,9,8,88,07:08,96,07:16,102,18,84,2,102986,,,,,,Overdue
B42,,10,3,10,87,07:07,97,07:17,101,17,84,2,102875,,,,,,Overdue
B43,,10,3,10,88,07:08,98,07:18,101,17,84,1,100062,,,,,,Overdue
B44,,10,4,8,85,07:05,93,07:13,66,14,52,1,203805,,,,,,Overdue
B45,R45,4,9,8,90,07:10,98,07:18,102,18,84,1,200336,3.0,80.0,07:00,98.0,07:18,Complete
B46,,10,4,8,86,07:06,94,07:14,66,14,52,1,101902,,,,,,Overdue
B47,,6,7,8,88,07:08,96,07:16,90,15,75,1,96986,,,,,,Overdue
B48,,8,4,8,88,07:08,96,07:16,95,14,81,1,99158,,,,,,Overdue
B49,,5,7,8,93,07:13,101,07:21,56,12,44,2,106945,,,,,,Overdue
B50,,5,1,8,92,07:12,100,07:20,31,10,21,2,118052,,,,,,Overdue
B51,,8,2,8,94,07:14,102,07:22,37,12,25,2,113770,,,,,,Overdue
B52,,6,3,8,96,07:16,104,07:24,85,12,73,2,101732,,,,,,Overdue
B53,,6,7,9,98,07:18,107,07:27,90,14,76,2,99845,,,,,,Overdue
B54,,10,9,9,105,07:25,114,07:34,106,21,85,2,80734,,,,,,Overdue
B55,,10,9,9,106,07:26,115,07:35,106,21,85,2,80734,,,,,,Overdue
B56,,10,3,9,103,07:23,112,07:32,101,17,84,2,102875,,,,,,Overdue
B57,,6,3,8,100,07:20,108,07:28,85,12,73,2,101732,,,,,,Overdue
B58,,2,4,7,98,07:18,105,07:25,55,8,47,2,108393,,,,,,Overdue
B59,,7,1,8,99,07:19,107,07:27,68,9,59,2,104732,,,,,,Overdue
B60,,8,2,8,102,07:22,110,07:30,37,12,25,2,113770,,,,,,Overdue
B61,,10,9,9,111,07:31,120,07:40,106,21,85,3,82351,,,,,,Overdue
B62,,2,4,7,99,07:19,106,07:26,55,8,47,1,103271,,,,,,Overdue
B63,,6,3,8,103,07:23,111,07:31,85,12,73,1,98616,,,,,,Overdue
B64,,6,7,9,106,07:26,115,07:35,90,15,75,1,96986,,,,,,Overdue
B65,,2,6,7,106,07:26,113,07:33,85,13,72,1,98980,,,,,,Overdue
B66,,1,9,11,112,07:32,123,07:43,104,18,86,2,102744,,,,,,Overdue
B67,,10,9,9,115,07:35,124,07:44,106,21,85,2,80734,,,,,,Overdue
B68,R68,6,1,8,106,07:26,114,07:34,27,9,18,1,108522,5.0,100.0,07:20,110.0,07:30,Complete
B69,,6,7,9,112,07:32,121,07:41,90,15,75,2,99923,,,,,,Overdue
B70,,8,2,8,110,07:30,118,07:38,37,12,25,1,104660,,,,,,Overdue
B71,,6,9,10,122,07:42,132,07:52,128,22,106,2,98698,,,,,,Overdue
B72,,7,6,8,114,07:34,122,07:42,86,14,72,2,99655,,,,,,Overdue
B73,R73,8,2,8,112,07:32,120,07:40,37,12,25,1,104660,7.0,100.0,07:20,116.0,07:36,Complete
B74,,2,4,7,109,07:29,116,07:36,55,8,47,1,103271,,,,,,Overdue
B75,,10,9,9,122,07:42,131,07:51,106,21,85,2,80734,,,,,,Overdue
B76,,10,9,9,123,07:43,132,07:52,106,21,85,2,80734,,,,,,Overdue
B77,R77,8,2,8,115,07:35,123,07:43,37,12,25,1,313980,7.0,103.0,07:23,119.0,07:39,Complete
