batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,,3,9,4,37,06:17,41,06:21,108,17,91,2,143141,,,,,,Overdue
B2,,1,10,5,40,06:20,45,06:25,55,16,39,2,152169,,,,,,Overdue
B3,,9,4,5,56,06:36,61,06:41,99,17,82,2,145451,,,,,,Overdue
B4,,10,3,7,56,06:36,63,06:43,101,17,84,2,145255,,,,,,Overdue
B5,,4,9,5,60,06:40,65,06:45,102,17,85,2,145273,,,,,,Overdue
B6,,3,10,6,65,06:45,71,06:51,93,17,76,2,144967,,,,,,Overdue
B7,,6,2,5,61,06:41,66,06:46,80,13,67,2,145161,,,,,,Overdue
B8,,4,9,5,68,06:48,73,06:53,102,17,85,1,141311,,,,,,Overdue
B9,,10,3,7,75,06:55,82,07:02,101,17,84,2,145255,,,,,,Overdue
B10,,10,4,5,73,06:53,78,06:58,66,14,52,1,143825,,,,,,Overdue
B11,,10,4,5,78,06:58,83,07:03,66,14,52,2,150301,,,,,,Overdue
B12,,4,9,5,84,07:04,89,07:09,102,18,84,2,145367,,,,,,Overdue
B13,,1,10,5,82,07:02,87,07:07,55,15,40,2,151750,,,,,,Overdue
B14,R14,6,1,5,109,07:29,114,07:34,27,9,18,1,154077,5.0,100.0,07:20,110.0,07:30,Complete
B15,R15,5,7,5,115,07:35,120,07:40,56,12,44,1,143945,4.0,103.0,07:23,116.0,07:36,Complete
B16,R16,6,1,5,116,07:36,121,07:41,27,9,18,1,154077,15.0,107.0,07:27,120.0,07:40,Complete
B17,R17,6,1,5,117,07:37,122,07:42,27,9,18,1,154077,25.0,108.0,07:28,118.0,07:38,Complete
B18,R18,6,1,5,118,07:38,123,07:43,27,9,18,1,154077,15.0,110.0,07:30,123.0,07:43,Complete
B19,,6,3,5,121,07:41,126,07:46,85,12,73,2,144472,,,,,,Overdue
B20,,3,9,4,133,07:53,137,07:57,108,17,91,1,139520,,,,,,Overdue
B21,R21,2,4,4,127,07:47,131,07:51,55,8,47,0,138150,1.0,119.0,07:39,128.0,07:48,Complete
B22,R22,2,4,4,129,07:49,133,07:53,55,8,47,1,145400,11.0,121.0,07:41,130.0,07:50,Complete
B23,R23,7,4,4,130,07:50,134,07:54,76,9,67,1,141677,4.0,121.0,07:41,131.0,07:51,Complete
B24,R24,3,8,4,141,08:01,145,08:05,52,12,40,1,142225,2.0,129.0,07:49,142.0,08:02,Complete
B25,,3,8,4,145,08:05,149,08:09,52,12,40,1,142225,,,,,,Overdue
B26,R26,5,3,6,152,08:12,158,08:18,62,10,52,1,144593,24.0,142.0,08:02,156.0,08:16,Complete
B27,,6,7,6,156,08:16,162,08:22,90,14,76,2,142477,,,,,,Overdue
B28,R28,7,4,5,153,08:13,158,08:18,76,9,67,1,141677,6.0,144.0,08:04,154.0,08:14,Complete
B29,R29,5,3,6,155,08:15,161,08:21,62,10,52,1,144593,24.0,145.0,08:05,159.0,08:19,Complete
B30,R30,6,1,5,156,08:16,161,08:21,27,9,18,1,154077,35.0,147.0,08:07,161.0,08:21,Complete
B31,R31,2,4,5,158,08:18,163,08:23,55,8,47,1,145400,21.0,150.0,08:10,159.0,08:19,Complete
B32,R32,8,2,6,162,08:22,168,08:28,37,12,25,1,148660,2.0,150.0,08:10,163.0,08:23,Complete
B33,R33,2,1,5,160,08:20,165,08:25,53,9,44,0,138250,31.0,151.0,08:11,161.0,08:21,Complete
B34,R34,5,3,6,161,08:21,167,08:27,62,10,52,0,138050,34.0,151.0,08:11,165.0,08:25,Complete
B35,R35,6,1,5,160,08:20,165,08:25,27,9,18,0,135800,35.0,151.0,08:11,164.0,08:24,Complete
B36,R36,3,1,5,160,08:20,165,08:25,53,8,45,0,138400,22.0,152.0,08:12,161.0,08:21,Complete
B37,R37,6,1,5,161,08:21,166,08:26,27,9,18,0,135800,45.0,152.0,08:12,162.0,08:22,Complete
B38,R38,3,1,5,161,08:21,166,08:26,53,8,45,0,138400,32.0,153.0,08:13,162.0,08:22,Complete
B39,R39,5,3,6,164,08:24,170,08:30,62,10,52,0,138050,34.0,154.0,08:14,168.0,08:28,Complete
