horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
20,50,R1,B1,False,,False,97150
20,50,R2,B2,False,,False,89100
20,50,R3,B3,False,,False,89100
40,70,R1,B1,False,,False,99956
40,70,R2,B2,False,,False,93543
40,70,R3,B3,False,,False,93543
60,90,R1,B1,False,,False,119602
60,90,R2,B2,False,,False,124645
60,90,R3,B3,False,,False,115759
60,90,R4,B4,False,,False,96400
80,110,R4,B4,False,,False,101672
80,110,R5,B5,False,,False,95900
100,130,R5,B5,False,,False,98421
100,130,R6,B6,False,,False,96400
120,150,R5,B5,False,,False,116075
120,150,R6,B6,False,,False,112218
120,150,R7,B7,False,,False,97950
120,150,R8,B8,False,,False,97950
120,150,R9,B9,True,141.0,False,98050
120,150,R10,B10,False,,False,98050
120,150,R11,B11,True,144.0,False,196100
120,150,R12,B12,True,147.0,False,196100
120,150,R13,B13,True,146.0,False,294150
120,150,R14,B14,False,,False,98050
120,150,R15,B15,False,,False,97950
140,170,R7,B7,False,,False,106077
140,170,R8,B8,False,,False,106668
140,170,R9,B9,True,141.0,True,102670
140,170,R10,B10,False,,False,103055
140,170,R11,B11,True,144.0,True,205340
140,170,R12,B12,True,147.0,True,205340
140,170,R13,B13,True,146.0,True,308010
140,170,R14,B14,True,148.0,True,102670
140,170,R15,B15,True,149.0,True,102083
140,170,R16,B16,True,151.0,True,196100
140,170,R17,B17,True,153.0,True,294150
140,170,R18,B18,True,156.0,True,98050
140,170,R19,B19,True,157.0,True,98050
140,170,R20,B20,False,,False,95900
140,170,R21,B21,True,160.0,False,98050
140,170,R22,B22,False,,False,96400
140,170,R23,B23,True,162.0,False,98050
140,170,R24,B24,False,,False,96400
140,170,R25,B25,True,163.0,False,98050
140,170,R26,B26,False,,False,97950
140,170,R27,B27,True,166.0,False,196100
140,170,R28,B28,False,,False,95900
140,170,R29,B29,True,167.0,False,294150
140,170,R30,B30,False,,False,95900
160,190,R20,B20,False,,False,98421
160,190,R21,B21,False,,False,102670
160,190,R22,B22,True,160.0,True,99622
160,190,R23,B23,True,162.0,True,102670
160,190,R24,B24,True,163.0,True,99622
160,190,R25,B25,True,163.0,True,102670
160,190,R26,B26,False,,False,102231
160,190,R27,B27,True,166.0,True,205340
160,190,R28,B28,False,,False,98421
160,190,R29,B29,True,167.0,True,308010
160,190,R30,B30,False,,False,98421
160,190,R31,B31,False,,False,95900
160,190,R32,B32,False,,False,95900
160,190,R33,B33,False,,False,96400
160,190,R34,B34,False,,False,97950
160,190,R35,B35,True,176.0,True,294150
160,190,R36,B36,True,177.0,True,196100
160,190,R37,B37,True,179.0,True,98050
160,190,R38,B38,True,181.0,False,195900
160,190,R39,B39,False,,False,96400
160,190,R40,B40,False,,False,95900
160,190,R41,B41,False,,False,96400
160,190,R42,B42,False,,False,96400
160,190,R43,B43,False,,False,95900
160,190,R44,B44,False,,False,98050
160,190,R45,B45,False,,False,98050
180,210,R20,B20,False,,False,116075
180,210,R26,B26,False,,False,132200
180,210,R28,B28,False,,False,111031
180,210,R30,B30,False,,False,105987
180,210,R31,B31,False,,False,100943
180,210,R32,B32,False,,False,100943
180,210,R33,B33,False,,False,106945
180,210,R34,B34,False,,False,110793
180,210,R38,B38,True,181.0,True,204618
180,210,R39,B39,False,,False,99622
180,210,R40,B40,False,,False,98421
180,210,R41,B41,False,,False,101672
180,210,R42,B42,False,,False,99622
180,210,R43,B43,False,,False,98421
180,210,R44,B44,False,,False,103055
180,210,R45,B45,True,190.0,True,102670
180,210,R46,B46,True,191.0,True,196100
180,210,R47,B47,True,193.0,True,98050
180,210,R48,B48,False,,False,95900
180,210,R49,B49,True,195.0,True,196100
180,210,R50,B50,False,,False,96400
180,210,R51,B51,True,197.0,True,98050
180,210,R52,B52,False,,False,96200
180,210,R53,B53,True,200.0,False,98050
180,210,R54,B54,False,,False,96400
200,230,R39,B39,False,,False,122177
200,230,R40,B40,False,,False,116075
200,230,R41,B41,False,,False,138581
200,230,R42,B42,False,,False,115733
200,230,R43,B43,False,,False,111031
200,230,R44,B44,False,,False,128081
200,230,R48,B48,False,,False,98421
200,230,R50,B50,False,,False,102844
200,230,R52,B52,False,,False,98766
200,230,R53,B53,False,,False,107290
200,230,R54,B54,False,,False,101672
200,230,R55,B55,False,,False,96400
200,230,R56,B56,False,,False,97950
200,230,R57,B57,False,,False,96200
200,230,R58,B58,False,,False,96400
200,230,R59,B59,False,,False,98050
200,230,R60,B60,False,,False,96400
200,230,R61,B61,False,,False,95900
200,230,R62,B62,False,,False,96400
220,250,R52,B52,False,,False,116733
220,250,R54,B54,False,,False,138581
220,250,R55,B55,False,,False,102844
