batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,,6,2,5,35,06:15,40,06:20,80,13,67,2,145161,,,,,,Overdue
B2,R2,4,9,5,40,06:20,45,06:25,102,17,85,1,141311,3.0,23.0,06:03,44.0,06:24,Complete
B3,R3,4,9,5,42,06:22,47,06:27,102,18,84,1,141358,3.0,26.0,06:06,47.0,06:27,Complete
B4,,6,7,5,38,06:18,43,06:23,90,14,76,2,142477,,,,,,Overdue
B5,,7,10,5,42,06:22,47,06:27,81,18,63,2,138365,,,,,,Overdue
B6,R6,10,3,7,42,06:22,49,06:29,101,17,84,1,141252,19.0,25.0,06:05,47.0,06:27,Complete
B7,,9,4,5,44,06:24,49,06:29,99,17,82,2,145451,,,,,,Overdue
B8,R8,10,3,7,46,06:26,53,06:33,101,17,84,1,141252,19.0,29.0,06:09,50.0,06:30,Complete
B9,R9,6,7,5,44,06:24,49,06:29,90,14,76,1,138263,5.0,30.0,06:10,48.0,06:28,Complete
B10,,10,4,5,44,06:24,49,06:29,66,14,52,2,150301,,,,,,Overdue
B11,R11,6,7,5,46,06:26,51,06:31,90,14,76,0,268100,5.0,33.0,06:13,51.0,06:31,Complete
B12,,6,10,4,44,06:24,48,06:28,69,12,57,1,142115,,,,,,Overdue
B13,,1,9,5,54,06:34,59,06:39,104,18,86,1,141159,,,,,,Overdue
B14,,1,10,5,52,06:32,57,06:37,55,16,39,1,143784,,,,,,Overdue
B15,,5,9,5,56,06:36,61,06:41,103,19,84,2,145144,,,,,,Overdue
B16,R16,6,7,5,52,06:32,57,06:37,90,14,76,0,134050,45.0,38.0,06:18,56.0,06:36,Complete
B17,,2,9,5,56,06:36,61,06:41,60,16,44,2,142531,,,,,,Overdue
B18,,3,10,6,57,06:37,63,06:43,93,17,76,2,144967,,,,,,Overdue
B19,,6,7,5,54,06:34,59,06:39,90,14,76,1,138263,,,,,,Overdue
B20,R20,1,10,5,60,06:40,65,06:45,55,16,39,1,143784,10.0,44.0,06:24,65.0,06:45,Complete
B21,,2,9,5,64,06:44,69,06:49,60,16,44,2,142531,,,,,,Overdue
B22,R22,1,10,5,64,06:44,69,06:49,55,15,40,1,143575,10.0,49.0,06:29,68.0,06:48,Complete
B23,R23,6,7,5,64,06:44,69,06:49,90,14,76,1,138263,25.0,50.0,06:30,69.0,06:49,Complete
B24,,1,10,5,68,06:48,73,06:53,55,16,39,1,143784,,,,,,Overdue
B25,,6,9,5,75,06:55,80,07:00,128,22,106,2,140584,,,,,,Overdue
B26,R26,10,4,5,67,06:47,72,06:52,66,14,52,0,137350,29.0,53.0,06:33,72.0,06:52,Complete
B27,R27,6,7,5,68,06:48,73,06:53,90,14,76,0,134050,25.0,54.0,06:34,72.0,06:52,Complete
B28,,4,9,5,72,06:52,77,06:57,102,17,85,1,141311,,,,,,Overdue
B29,R29,10,3,7,72,06:52,79,06:59,101,17,84,0,274500,9.0,55.0,06:35,78.0,06:58,Complete
B30,R30,10,4,5,71,06:51,76,06:56,66,14,52,0,137350,29.0,57.0,06:37,75.0,06:55,Complete
B31,,3,10,6,77,06:57,83,07:03,93,17,76,2,144967,,,,,,Overdue
B32,R32,10,3,7,77,06:57,84,07:04,101,17,84,1,141252,49.0,66.0,06:46,84.0,07:04,Complete
B33,R33,1,10,5,78,06:58,83,07:03,55,16,39,1,143784,0.0,62.0,06:42,81.0,07:01,Complete
B34,,6,7,5,78,06:58,83,07:03,90,15,75,2,142590,,,,,,Overdue
B35,R35,10,3,7,80,07:00,87,07:07,101,17,84,1,141252,49.0,63.0,06:43,87.0,07:07,Complete
B36,R36,4,9,5,82,07:02,87,07:07,102,18,84,1,282717,13.0,64.0,06:44,82.0,07:02,Complete
B37,,9,10,6,85,07:05,91,07:11,107,21,86,2,128325,,,,,,Overdue
B38,R38,10,3,7,81,07:01,88,07:08,101,17,84,1,141252,59.0,64.0,06:44,86.0,07:06,Complete
B39,R39,1,10,5,80,07:00,85,07:05,55,15,40,1,143575,0.0,65.0,06:45,84.0,07:04,Complete
B40,R40,10,3,7,85,07:05,92,07:12,101,17,84,1,141252,59.0,68.0,06:48,89.0,07:09,Complete
B41,R41,4,9,5,88,07:08,93,07:13,102,18,84,1,141358,23.0,70.0,06:50,91.0,07:11,Complete
B42,R42,10,3,7,87,07:07,94,07:14,101,17,84,1,141252,69.0,74.0,06:54,92.0,07:12,Complete
B43,R43,10,3,7,88,07:08,95,07:15,101,17,84,0,137250,69.0,71.0,06:51,95.0,07:15,Complete
B44,R44,10,4,5,85,07:05,90,07:10,66,14,52,0,274700,10.0,71.0,06:51,86.0,07:06,Complete
B45,R45,4,9,5,90,07:10,95,07:15,102,18,84,0,274700,23.0,73.0,06:53,94.0,07:14,Complete
B46,,10,4,5,86,07:06,91,07:11,66,14,52,1,143825,,,,,,Overdue
B47,,6,7,5,88,07:08,93,07:13,90,15,75,1,138320,,,,,,Overdue
B48,,8,4,5,88,07:08,93,07:13,95,14,81,1,140392,,,,,,Overdue
B49,R49,5,7,5,93,07:13,98,07:18,56,12,44,1,143945,14.0,81.0,07:01,94.0,07:14,Complete
B50,R50,5,1,5,92,07:12,97,07:17,31,10,21,1,151838,4.0,82.0,07:02,93.0,07:13,Complete
B51,R51,8,2,5,94,07:14,99,07:19,37,12,25,1,148660,17.0,82.0,07:02,95.0,07:15,Complete
B52,R52,6,3,5,96,07:16,101,07:21,85,12,73,1,139986,65.0,84.0,07:04,101.0,07:21,Complete
B53,,6,7,6,98,07:18,104,07:24,90,14,76,2,142477,,,,,,Overdue
B54,,10,9,6,105,07:25,111,07:31,106,21,85,2,123088,,,,,,Overdue
B55,,10,9,6,106,07:26,112,07:32,106,21,85,2,123088,,,,,,Overdue
B56,,10,3,6,103,07:23,109,07:29,101,17,84,2,145255,,,,,,Overdue
B57,R57,6,3,5,100,07:20,105,07:25,85,12,73,1,139986,65.0,88.0,07:08,104.0,07:24,Complete
B58,R58,2,4,4,98,07:18,102,07:22,55,8,47,1,145400,11.0,90.0,07:10,99.0,07:19,Complete
B59,R59,7,1,5,99,07:19,104,07:24,68,9,59,1,142461,5.0,90.0,07:10,100.0,07:20,Complete
B60,R60,8,2,5,102,07:22,107,07:27,37,12,25,1,148660,27.0,90.0,07:10,103.0,07:23,Complete
B61,,10,9,6,111,07:31,117,07:37,106,21,85,2,123088,,,,,,Overdue
B62,R62,2,4,4,99,07:19,103,07:23,55,8,47,0,138150,21.0,91.0,07:11,100.0,07:20,Complete
B63,,6,3,5,103,07:23,108,07:28,85,12,73,1,139986,,,,,,Overdue
B64,,6,7,6,106,07:26,112,07:32,90,15,75,1,138320,,,,,,Overdue
B65,,2,6,4,106,07:26,110,07:30,85,13,72,1,140369,,,,,,Overdue
B66,,1,9,8,112,07:32,120,07:40,104,18,86,2,145069,,,,,,Overdue
B67,,10,9,6,115,07:35,121,07:41,106,21,85,2,123088,,,,,,Overdue
B68,R68,6,1,5,106,07:26,111,07:31,27,9,18,0,135800,15.0,97.0,07:17,107.0,07:27,Complete
B69,,6,7,6,112,07:32,118,07:38,90,15,75,1,138320,,,,,,Overdue
B70,R70,8,2,5,110,07:30,115,07:35,37,12,25,1,148660,37.0,100.0,07:20,113.0,07:33,Complete
B71,,6,9,7,122,07:42,129,07:49,128,22,106,2,140584,,,,,,Overdue
B72,R72,7,6,5,114,07:34,119,07:39,86,14,72,1,138016,45.0,100.0,07:20,115.0,07:35,Complete
B73,R73,8,2,5,112,07:32,117,07:37,37,12,25,1,148660,7.0,100.0,07:20,116.0,07:36,Complete
B74,R74,2,4,4,109,07:29,113,07:33,55,8,47,1,145400,17.0,101.0,07:21,110.0,07:30,Complete
B75,,10,9,6,122,07:42,128,07:48,106,21,85,2,123088,,,,,,Overdue
B76,,10,9,6,123,07:43,129,07:49,106,21,85,2,123088,,,,,,Overdue
B77,R77,8,2,5,115,07:35,120,07:40,37,12,25,1,445980,7.0,103.0,07:23,119.0,07:39,Complete
B78,,3,9,4,121,07:41,125,07:45,108,17,91,2,143141,,,,,,Overdue
B79,R79,2,4,4,116,07:36,120,07:40,55,8,47,1,290800,1.0,108.0,07:28,117.0,07:37,Complete
B80,R80,6,1,5,117,07:37,122,07:42,27,9,18,1,154077,55.0,108.0,07:28,118.0,07:38,Complete
B81,,10,9,6,129,07:49,135,07:55,106,21,85,2,123088,,,,,,Overdue
B82,R82,6,1,5,118,07:38,123,07:43,27,9,18,1,154077,4.0,109.0,07:29,123.0,07:43,Complete
B83,,6,7,6,124,07:44,130,07:50,90,15,75,2,142590,,,,,,Overdue
B84,R84,8,2,5,121,07:41,126,07:46,37,12,25,1,148660,47.0,109.0,07:29,125.0,07:45,Complete
B85,,1,9,8,128,07:48,136,07:56,104,18,86,2,145069,,,,,,Overdue
B86,,5,7,5,123,07:43,128,07:48,56,12,44,1,143945,,,,,,Overdue
B87,R87,7,4,4,120,07:40,124,07:44,76,9,67,0,136700,14.0,111.0,07:31,121.0,07:41,Complete
B88,R88,8,2,5,123,07:43,128,07:48,37,12,25,0,135550,47.0,112.0,07:32,128.0,07:48,Complete
B89,,10,9,6,132,07:52,138,07:58,106,21,85,1,120294,,,,,,Overdue
B90,R90,6,1,5,122,07:42,127,07:47,27,9,18,0,135800,4.0,113.0,07:33,126.0,07:46,Complete
B91,,8,2,5,125,07:45,130,07:50,37,12,25,1,148660,,,,,,Overdue
B92,,3,8,4,128,07:48,132,07:52,52,12,40,1,142225,,,,,,Overdue
B93,R93,3,8,4,129,07:49,133,07:53,52,12,40,1,142225,22.0,120.0,07:40,133.0,07:53,Complete
B94,R94,9,6,5,140,08:00,145,08:05,125,22,103,0,132700,3.0,118.0,07:38,145.0,08:05,Complete
B95,R95,7,4,4,128,07:48,132,07:52,76,9,67,0,136700,16.0,119.0,07:39,129.0,07:49,Complete
B96,R96,9,6,5,141,08:01,146,08:06,125,22,103,1,135743,8.0,120.0,07:40,146.0,08:06,Complete
B97,R97,6,1,5,129,07:49,134,07:54,27,9,18,1,308155,35.0,120.0,07:40,133.0,07:53,Complete
B98,,6,1,5,130,07:50,135,07:55,27,9,18,1,154077,,,,,,Overdue
B99,R99,3,8,4,134,07:54,138,07:58,52,12,40,1,142225,32.0,122.0,07:42,135.0,07:55,Complete
B100,R100,9,6,5,144,08:04,149,08:09,125,22,103,1,271487,8.0,123.0,07:43,149.0,08:09,Complete
B101,R101,6,1,5,132,07:52,137,07:57,27,9,18,1,308155,35.0,123.0,07:43,136.0,07:56,Complete
B102,,6,9,7,145,08:05,152,08:12,128,22,106,2,140584,,,,,,Overdue
B103,R103,7,4,4,132,07:52,136,07:56,76,9,67,1,141677,25.0,123.0,07:43,133.0,07:53,Complete
B104,R104,7,4,4,133,07:53,137,07:57,76,9,67,1,141677,26.0,124.0,07:44,134.0,07:54,Complete
B105,R105,7,4,4,134,07:54,138,07:58,76,9,67,1,141677,36.0,125.0,07:45,135.0,07:55,Complete
B106,R106,8,2,5,137,07:57,142,08:02,37,12,25,1,148660,57.0,125.0,07:45,142.0,08:02,Complete
B107,,10,3,6,143,08:03,149,08:09,101,17,84,2,145255,,,,,,Overdue
B108,R108,6,7,6,142,08:02,148,08:08,90,15,75,1,138320,17.0,127.0,07:47,145.0,08:05,Complete
